IDX,IMG_SHAPE,MASK_SHAPE,NUMEL_IMG,NUMEL_MASK,STORAGE_IMG,STORAGE_MASK
0,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
1,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
2,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
3,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
4,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
5,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
6,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
7,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
8,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
9,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
10,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
11,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
12,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
13,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
14,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
15,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
16,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
17,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
18,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
19,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
20,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
21,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
22,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
23,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
24,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
25,torch.Size([3, 512, 512]),torch.Size([1, 512, 512]),786432,262144,False,False
